PassengerId,Sex,Age,SibSp,Parch,Fare,Cabin,genTitle,is_alone,Pclass_1,Pclass_2,Pclass_3,age_group_adult,age_group_child,age_group_elderly,age_group_infant,age_group_middleAged,age_group_senior,age_group_teenager,age_group_toddler,age_group_youngAdult,Embarked_C,Embarked_Q,Embarked_S,FamilySize_1,FamilySize_2,FamilySize_3,FamilySize_4,FamilySize_5,FamilySize_6,FamilySize_7,FamilySize_8,FamilySize_11,normFare,Survived
662,0,40.0,0,0,7.225,U,Mr,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2.1071782966514356,0
663,0,47.0,0,0,25.5875,E,Mr,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,3.2804411805263554,0
664,0,36.0,0,0,7.4958,U,Mr,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2.139571923732859,0
665,0,20.0,1,0,7.925,U,Mr,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,2.188856327665703,1
666,0,32.0,2,0,73.5,U,Mr,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,4.310799125385514,0
667,0,25.0,0,0,13.0,U,Mr,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,2.6390573296152584,0
668,0,26.0,0,0,7.775,U,Mr,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,2.1719067693519296,0
669,0,43.0,0,0,8.05,U,Mr,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2.2027647577118348,0
670,1,45.0,1,0,52.0,C,Mrs,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,3.970291913552122,1
671,1,40.0,1,1,39.0,U,Mrs,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,3.6888794541139363,1
672,0,31.0,1,0,52.0,B,Mr,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,3.970291913552122,0
673,0,70.0,0,0,10.5,U,Mr,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2.4423470353692043,0
674,0,31.0,0,0,13.0,U,Mr,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,2.6390573296152584,1
675,0,30.0,0,0,0.0,U,Mr,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0.0,0
676,0,18.0,0,0,7.775,U,Mr,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2.1719067693519296,0
677,0,24.5,0,0,8.05,U,Mr,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,2.2027647577118348,0
678,1,18.0,0,0,9.8417,U,Miss,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2.3833998102837652,1
679,1,43.0,1,6,46.9,U,Mrs,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,3.8691155044168695,0
680,0,36.0,0,1,47.1,B,Mr,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,3.8732821771117156,1
681,1,18.0,0,0,8.1375,U,Miss,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2.212386825075897,0
682,0,27.0,0,0,76.7292,D,Mr,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,4.353230991152628,1
683,0,20.0,0,0,9.225,U,Mr,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,2.3248357019288655,0
684,0,14.0,5,2,46.9,U,Mr,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,3.8691155044168695,0
685,0,60.0,1,1,39.0,U,Mr,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,3.6888794541139363,0
686,0,25.0,1,2,41.5792,U,Mr,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,3.7513658711253766,0
687,0,14.0,4,1,39.6875,U,Mr,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,3.705920919968788,0
688,0,19.0,0,0,10.1708,U,Mr,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,2.4133032309283076,0
689,0,18.0,0,0,7.7958,U,Mr,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2.174274334826008,0
690,1,15.0,0,1,211.3375,B,Miss,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,5.35817698994543,1
691,0,31.0,1,0,57.0,B,Mr,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,4.060443010546419,1
692,1,4.0,0,1,13.4167,U,Miss,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,2.668387256845834,1
693,0,26.0,0,0,56.4958,U,Mr,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,4.05171190165724,1
694,0,25.0,0,0,7.225,U,Mr,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,2.1071782966514356,0
695,0,60.0,0,0,26.55,U,Officer,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,3.3160025355989236,0
696,0,52.0,0,0,13.5,U,Mr,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2.6741486494265287,0
697,0,44.0,0,0,8.05,U,Mr,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2.2027647577118348,0
698,1,18.0,0,0,7.7333,U,Miss,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2.167143305297764,1
699,0,49.0,1,1,110.8833,C,Mr,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,4.717456363787216,0
700,0,42.0,0,0,7.65,F,Mr,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2.157559320943788,0
701,1,18.0,1,0,227.525,C,Mrs,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,5.4316456135398825,1
702,0,35.0,0,0,26.2875,E,Mr,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,3.3064287218760624,1
703,1,18.0,0,1,14.4542,U,Miss,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2.737880811060884,0
704,0,25.0,0,0,7.7417,U,Mr,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,2.1681046787623672,0
705,0,26.0,1,0,7.8542,U,Mr,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,2.180891922715322,0
706,0,39.0,0,0,26.0,U,Mr,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,3.295836866004329,0
707,1,45.0,0,0,13.5,U,Mrs,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2.6741486494265287,1
708,0,42.0,0,0,26.2875,E,Mr,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,3.3064287218760624,1
709,1,22.0,0,0,151.55,U,Miss,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,5.027492411162679,1
710,0,6.0,1,1,15.2458,U,Master,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2.7878344138303452,1
711,1,24.0,0,0,49.5042,C,Miss,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,3.922056501139853,1
712,0,41.5,0,0,26.55,C,Mr,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,3.3160025355989236,0
713,0,48.0,1,0,52.0,C,Mr,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,3.970291913552122,1
714,0,29.0,0,0,9.4833,U,Mr,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,2.3497835148230464,0
715,0,52.0,0,0,13.0,U,Mr,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2.6390573296152584,0
716,0,19.0,0,0,7.65,F,Mr,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,2.157559320943788,0
717,1,38.0,0,0,227.525,C,Miss,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,5.4316456135398825,1
718,1,27.0,0,0,10.5,E,Miss,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,2.4423470353692043,1
719,0,26.0,0,0,15.5,U,Mr,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,2.803360380906535,0
720,0,33.0,0,0,7.775,U,Mr,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,2.1719067693519296,0
721,1,6.0,0,1,33.0,U,Miss,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,3.5263605246161616,1
722,0,17.0,1,0,7.0542,U,Mr,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2.086193694502369,0
723,0,34.0,0,0,13.0,U,Mr,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,2.6390573296152584,0
724,0,50.0,0,0,13.0,U,Mr,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2.6390573296152584,0
725,0,27.0,1,0,53.1,E,Mr,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,3.9908341858524357,1
726,0,20.0,0,0,8.6625,U,Mr,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,2.2682524139135403,0
727,1,30.0,3,0,21.0,U,Mrs,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,3.091042453358316,1
728,1,18.0,0,0,7.7375,U,Miss,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2.1676241075599285,1
729,0,25.0,1,0,26.0,U,Mr,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,3.295836866004329,0
730,1,25.0,1,0,7.925,U,Miss,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,2.188856327665703,0
731,1,29.0,0,0,211.3375,B,Miss,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,5.35817698994543,1
732,0,11.0,0,0,18.7875,U,Mr,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2.9850504252071306,0
733,0,30.0,0,0,0.0,U,Mr,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0.0,0
734,0,23.0,0,0,13.0,U,Mr,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,2.6390573296152584,0
735,0,23.0,0,0,13.0,U,Mr,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,2.6390573296152584,0
736,0,28.5,0,0,16.1,U,Mr,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,2.8390784635086144,0
737,1,48.0,1,3,34.375,U,Mrs,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,3.5660053559634015,0
738,0,35.0,0,0,47.1,B,Mr,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,3.8732821771117156,1
739,0,26.0,0,0,7.8958,U,Mr,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,2.1855792552411137,0
740,0,26.0,0,0,7.8958,U,Mr,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,2.1855792552411137,0
741,0,41.5,0,0,30.0,D,Mr,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,3.4339872044851463,1
742,0,36.0,1,0,78.85,C,Mr,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,4.380149874661021,0
743,1,21.0,2,2,262.375,B,Miss,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,5.5735788721243535,1
744,0,24.0,1,0,16.1,U,Mr,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,2.8390784635086144,0
745,0,31.0,0,0,7.925,U,Mr,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,2.188856327665703,1
746,0,70.0,1,1,71.0,B,Officer,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,4.276666119016055,0
747,0,16.0,1,1,20.25,U,Mr,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,3.056356895370426,0
748,1,30.0,0,0,13.0,U,Miss,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,2.6390573296152584,1
749,0,19.0,1,0,53.1,D,Mr,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,3.9908341858524357,0
750,0,31.0,0,0,7.75,U,Mr,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,2.169053700369523,0
751,1,4.0,1,1,23.0,U,Miss,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,3.1780538303479458,1
752,0,6.0,0,1,12.475,E,Master,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2.600836116795061,1
753,0,33.0,0,0,9.5,U,Mr,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,2.3513752571634776,0
754,0,23.0,0,0,7.8958,U,Mr,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,2.1855792552411137,0
755,1,48.0,1,2,65.0,U,Mrs,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,4.189654742026425,1
756,0,0.67,1,1,14.5,U,Master,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2.740840023925201,1
757,0,28.0,0,0,7.7958,U,Mr,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,2.174274334826008,0
758,0,18.0,0,0,11.5,U,Mr,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2.5257286443082556,0
759,0,34.0,0,0,8.05,U,Mr,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,2.2027647577118348,0
760,1,33.0,0,0,86.5,B,Nobility,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,4.471638793363569,1
761,0,26.0,0,0,14.5,U,Mr,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,2.740840023925201,0
762,0,41.0,0,0,7.125,U,Mr,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2.094945728215801,0
763,0,20.0,0,0,7.2292,U,Mr,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,2.1076888046179385,1
764,1,36.0,1,2,120.0,B,Mrs,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,4.795790545596741,1
765,0,16.0,0,0,7.775,U,Mr,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2.1719067693519296,0
766,1,51.0,1,0,77.9583,D,Mrs,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,4.368919865004903,1
767,0,52.0,0,0,39.6,U,Officer,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,3.703768066607687,0
768,1,30.5,0,0,7.75,U,Miss,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,2.169053700369523,0
769,0,26.0,1,0,24.15,U,Mr,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,3.224857896545748,0
770,0,32.0,0,0,8.3625,U,Mr,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,2.236712348843338,0
771,0,24.0,0,0,9.5,U,Mr,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,2.3513752571634776,0
772,0,48.0,0,0,7.8542,U,Mr,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2.180891922715322,0
773,1,57.0,0,0,10.5,E,Mrs,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2.4423470353692043,0
774,0,26.0,0,0,7.225,U,Mr,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,2.1071782966514356,0
775,1,54.0,1,3,23.0,U,Mrs,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,3.1780538303479458,1
776,0,18.0,0,0,7.75,U,Mr,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2.169053700369523,0
777,0,26.0,0,0,7.75,F,Mr,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,2.169053700369523,0
778,1,5.0,0,0,12.475,U,Miss,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2.600836116795061,1
779,0,26.0,0,0,7.7375,U,Mr,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,2.1676241075599285,0
780,1,43.0,0,1,211.3375,B,Mrs,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,5.35817698994543,1
781,1,13.0,0,0,7.2292,U,Miss,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2.1076888046179385,1
782,1,17.0,1,0,57.0,B,Mrs,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,4.060443010546419,1
783,0,29.0,0,0,30.0,D,Mr,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,3.4339872044851463,0
784,0,26.0,1,2,23.45,U,Mr,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,3.196630215920881,0
785,0,25.0,0,0,7.05,U,Mr,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,2.0856720914304723,0
786,0,25.0,0,0,7.25,U,Mr,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,2.1102132003465894,0
787,1,18.0,0,0,7.4958,U,Miss,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2.139571923732859,1
788,0,8.0,4,1,29.125,U,Master,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,3.405355391810819,0
789,0,1.0,1,2,20.575,U,Master,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,3.0715352369694915,1
790,0,46.0,0,0,79.2,B,Mr,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,4.384523514872469,0
791,0,26.0,0,0,7.75,U,Mr,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,2.169053700369523,0
792,0,16.0,0,0,26.0,U,Mr,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,3.295836866004329,0
793,1,18.0,8,2,69.55,U,Miss,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,4.256321678298823,0
794,0,41.5,0,0,30.6958,U,Mr,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,3.4561841799918147,0
795,0,25.0,0,0,7.8958,U,Mr,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,2.1855792552411137,0
796,0,39.0,0,0,13.0,U,Mr,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2.6390573296152584,0
797,1,49.0,0,0,25.9292,D,Officer,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,3.2932111997353943,1
798,1,31.0,0,0,8.6833,U,Mrs,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,2.270402752283094,1
799,0,30.0,0,0,7.2292,U,Mr,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,2.1076888046179385,0
800,1,30.0,1,1,24.15,U,Mrs,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,3.224857896545748,0
801,0,34.0,0,0,13.0,U,Mr,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,2.6390573296152584,0
802,1,31.0,1,1,26.25,U,Mrs,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,3.305053521109253,1
803,0,11.0,1,2,120.0,B,Master,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,4.795790545596741,1
804,0,0.42,0,1,8.5167,U,Master,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2.2530481500547457,1
805,0,27.0,0,0,6.975,U,Mr,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,2.076311648670908,1
806,0,31.0,0,0,7.775,U,Mr,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,2.1719067693519296,0
807,0,39.0,0,0,0.0,A,Mr,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0.0,0
808,1,18.0,0,0,7.775,U,Miss,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2.1719067693519296,0
809,0,39.0,0,0,13.0,U,Mr,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2.6390573296152584,0
810,1,33.0,1,0,53.1,E,Mrs,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,3.9908341858524357,1
811,0,26.0,0,0,7.8875,U,Mr,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,2.184645795129359,0
812,0,39.0,0,0,24.15,U,Mr,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,3.224857896545748,0
813,0,35.0,0,0,10.5,U,Mr,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,2.4423470353692043,0
814,1,6.0,4,2,31.275,U,Miss,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,3.4742929367327062,0
815,0,30.5,0,0,8.05,U,Mr,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,2.2027647577118348,0
816,0,41.5,0,0,0.0,B,Mr,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0.0,0
817,1,23.0,0,0,7.925,U,Miss,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,2.188856327665703,0
818,0,31.0,1,1,37.0042,U,Mr,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,3.637696679934592,0
819,0,43.0,0,0,6.45,U,Mr,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2.0082140323914683,0
820,0,10.0,3,2,27.9,U,Master,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,3.3638415951183864,0
821,1,52.0,1,1,93.5,B,Mrs,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,4.548599834499697,1
822,0,27.0,0,0,8.6625,U,Mr,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,2.2682524139135403,1
823,0,38.0,0,0,0.0,U,Nobility,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0.0,0
824,1,27.0,0,1,12.475,E,Mrs,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,2.600836116795061,1
825,0,2.0,4,1,39.6875,U,Master,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,3.705920919968788,0
826,0,26.0,0,0,6.95,U,Mr,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,2.0731719286662407,0
827,0,26.0,0,0,56.4958,U,Mr,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,4.05171190165724,0
